source,imageId,blogSlug,blogOrder,blogCover,blogTitle,blogCouple,blogVenue,blogWeddingDate,blogExcerpt,venue,category,filename,aiTags,aiAlt,aiCaption,aiReviewed,aiTextReviewed,aiModel,aiUpdatedAt,aiRating,aiEmotion,aiStoryMoment,aiLighting,aiWeather,aiColours,aiPeople
blog,BLOG-killeavy-castle-declan-and-charlotte-0060,killeavy-castle-declan-and-charlotte,25,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-248_500.webp,bride|bridesmaids|wedding dress|veil|bouquet|church entrance|wedding guests|arrival|outdoor|overcast|autumn wedding|candid|bridal party,Bride and bridesmaids arriving at the church entrance with bouquets on an overcast autumn wedding day in Newry,"The bridal party arrived for the ceremony in Newry, a calm autumn moment in the Killeavy Castle wedding story.",,,gpt-5.5,2026-07-07T05:35:11.826Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0061,killeavy-castle-declan-and-charlotte,26,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-251_500.webp,bride|bridesmaids|flower girl|bridal party|blue dresses|wedding dress|veil|bouquets|autumn flowers|outdoor portrait|castle wedding|killeavy castle|steps|laughter,"Bride, bridesmaids and flower girl laughing on the steps at Killeavy Castle with blue dresses and autumn bouquets","A relaxed bridal party portrait on the steps at Killeavy Castle, with blue bridesmaid dresses, autumn flowers and plenty of laughter.",,,gpt-5.5,2026-07-07T05:35:37.457Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0062,killeavy-castle-declan-and-charlotte,27,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-122_500.webp,bride|groom|wedding ceremony|aisle walk|church interior|wedding guests|pews|bouquet|autumn flowers|smiles|emotional moment|family|indoor ceremony|killeavy castle,Bride and groom smiling down the aisle with autumn flowers after their ceremony at Killeavy Castle,A joyful aisle walk brought warmth and laughter to this autumn Killeavy Castle wedding near Newry.,,,gpt-5.5,2026-07-07T05:36:04.673Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0063,killeavy-castle-declan-and-charlotte,28,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-119_500.webp,black and white|bride|groom|holding hands|ceremony|seated|close up|lace dress|wedding dress|suit|order of service|emotional moment,Black and white close-up of the bride and groom holding hands during their Killeavy Castle wedding ceremony,"A quiet handhold during the ceremony at Killeavy Castle, with the order of service resting beside them.",,,gpt-5.5,2026-07-07T05:36:30.982Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0064,killeavy-castle-declan-and-charlotte,29,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-126-1_500.webp,bride|groom|ceremony|church ceremony|aisle walk|bouquet|veil|wedding dress|groomsmen|guests|pews|autumn wedding|emotional moment,"Bride and groom walking down the aisle after their autumn wedding ceremony near Killeavy Castle, Newry","A warm, emotional aisle walk after the ceremony, with guests gathered in the pews during this autumn Killeavy Castle wedding story.",,,gpt-5.5,2026-07-07T05:36:57.704Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0065,killeavy-castle-declan-and-charlotte,30,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-136_500.webp,killeavy castle|bridal party|family portraits|bride and groom|bridesmaids|groomsmen|castle entrance|red carpet|natural light|formal wedding|joyful mood|wedding portraits,"Bride, groom and wedding party smiling on the red carpet at Killeavy Castle entrance in Newry","Outside Killeavy Castle in Newry, the wedding party gathered on the red carpet for relaxed portraits filled with autumn warmth and plenty of laughter.",,,gpt-5.5,2026-07-07T05:37:26.069Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0066,killeavy-castle-declan-and-charlotte,31,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-175_500.webp,bride|groom|ceremony|first kiss|wedding kiss|bridesmaids|groomsmen|wedding guests|indoor ceremony|bouquets|autumn flowers|emotional moment|killeavy castle,"Bride and groom sharing their first kiss during an indoor ceremony at Killeavy Castle, with wedding party and guests looking on","A joyful first kiss inside Killeavy Castle in Newry, surrounded by autumn flowers, family and friends during this warm autumn wedding.",,,gpt-5.5,2026-07-07T05:37:53.311Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0067,killeavy-castle-declan-and-charlotte,32,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-135_500.webp,killeavy castle|ceremony|bride and groom|ring reveal|marriage register|signing ceremony|indoor ceremony|flash lighting|joyful|candid moment|wedding rings|church interior,"Bride and groom smiling during the ring reveal at their indoor ceremony at Killeavy Castle, Newry",A joyful ring reveal during the ceremony brought plenty of warmth and laughter to this autumn wedding at Killeavy Castle.,,,gpt-5.5,2026-07-07T05:38:20.444Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0068,killeavy-castle-declan-and-charlotte,33,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-109-1_500.webp,bride|groom|confetti|wedding exit|guests|laughter|bouquet|church doorway|killeavy castle|autumn wedding|celebration|candid moment,Bride and groom laughing under confetti outside the church doorway at their autumn Killeavy Castle wedding,A burst of confetti and laughter after the ceremony brought the autumn celebrations at Killeavy Castle near Newry to life.,,,gpt-5.5,2026-07-07T05:38:49.323Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0069,killeavy-castle-declan-and-charlotte,34,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-160_500.webp,killeavy castle|couple portraits|bride and groom|outdoor portrait|mountain views|romantic embrace|dramatic sky|soft light|elegant bridal style|wedding dress|intimate moment|castle grounds,Bride and groom embracing on the Killeavy Castle grounds with mountain views and a dramatic autumn sky,"A quiet portrait on the Killeavy Castle grounds, with soft autumn light and the County Down hills adding calm to the wedding story.",,,gpt-5.5,2026-07-07T05:39:17.070Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0070,killeavy-castle-declan-and-charlotte,35,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-118_500.webp,killeavy castle|couple portraits|bride and groom|doorway portrait|pampas grass|wedding bouquet|natural light|romantic|elegant|posed portrait|wedding day|castle wedding,"Bride and groom portrait in a doorway at Killeavy Castle, with pampas grass and an autumn bouquet","A quiet doorway portrait at Killeavy Castle, bringing the autumn tones, soft light and relaxed feel of the Newry wedding story together.",,,gpt-5.5,2026-07-07T05:39:45.949Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0071,killeavy-castle-declan-and-charlotte,36,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-135-1_500.webp,bride|groom|newlyweds|wedding car|bouquet|veil|candid|laughter|romantic moment|wedding dress|floral tie|car window|happy couple,"Newlyweds laughing beside their wedding car at Killeavy Castle, with the bride holding her bouquet","A relaxed newlywed moment at Killeavy Castle in Newry, with laughter by the wedding car during their autumn wedding story.",,,gpt-5.5,2026-07-07T05:40:12.591Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0072,killeavy-castle-declan-and-charlotte,37,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-138_500.webp,killeavy castle|couple portraits|bride and groom|wedding car|car window|bridal bouquet|soft natural light|romantic|candid moment|just married|elegant wedding|newry wedding,Bride and groom sharing a quiet just-married moment by the wedding car at Killeavy Castle in Newry,A relaxed pause by the wedding car brought soft light and a little calm into this autumn Killeavy Castle wedding story.,,,gpt-5.5,2026-07-07T05:40:39.838Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0073,killeavy-castle-declan-and-charlotte,38,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-110_500.webp,killeavy castle|bridal portrait|bride|castle doorway|wedding dress|veil|stone steps|red carpet|dramatic light|elegant|romantic|couple portraits,Bride in a veil and wedding dress standing in a castle doorway on the stone steps at Killeavy Castle,"A quiet bridal portrait on the stone steps at Killeavy Castle, with soft autumn light and the castle doorway adding a timeless feel to the story.",,,gpt-5.5,2026-07-07T05:41:06.945Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0074,killeavy-castle-declan-and-charlotte,39,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-111_500.webp,bride|wedding dress|veil|bridal portrait|castle entrance|killeavy castle|stone steps|red carpet|dress train|historic venue|elegant|autumn wedding,Bride in a veil and flowing gown on the red-carpeted steps at Killeavy Castle in Newry,"On the autumn wedding day at Killeavy Castle, the bride’s handmade gown and veil brought a quiet elegance to the castle entrance.",,,gpt-5.5,2026-07-07T05:41:33.488Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0075,killeavy-castle-declan-and-charlotte,40,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-113_500.webp,killeavy castle|castle exterior|couple portraits|bride and groom|wedding dress|groom suit|historic backdrop|overcast light|romantic mood|wedding bouquet|northern ireland wedding|castle wedding,"Bride and groom portraits outside Killeavy Castle in Newry, with the historic stone exterior and soft autumn light","Later in the day, the couple stepped outside Killeavy Castle for relaxed portraits against the historic stonework and soft autumn sky.",,,gpt-5.5,2026-07-07T05:42:00.121Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0076,killeavy-castle-declan-and-charlotte,41,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-114_500.webp,killeavy castle|couple portraits|bride and groom|castle doorway|stone steps|wedding dress|evening portrait|flash lighting|romantic|formal portrait|wedding day|elegant,Bride and groom on the stone steps at Killeavy Castle for an evening wedding portrait in Newry,"An elegant evening portrait on the steps of Killeavy Castle, bringing a calm pause to this autumn wedding story in Newry.",,,gpt-5.5,2026-07-07T05:42:26.338Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0077,killeavy-castle-declan-and-charlotte,42,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-116-1_500.webp,bride|groom|couple portrait|wedding dress|feather sleeves|bouquet|autumn flowers|castle entrance|stone building|killeavy castle|outdoor portrait|dramatic light,"Bride and groom portrait at Killeavy Castle entrance, with feather sleeves, autumn bouquet and dramatic light","At Killeavy Castle in Newry, the couple paused by the stone entrance for a relaxed autumn portrait with soft drama and seasonal flowers.",,,gpt-5.5,2026-07-07T05:42:53.370Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0078,killeavy-castle-declan-and-charlotte,43,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-122-1_500.webp,bride|groom|wedding portrait|killeavy castle|castle exterior|autumn wedding|bouquet|red carpet|stone building|overcast|romantic|northern ireland wedding,Bride and groom portrait on the red carpet outside Killeavy Castle in Newry on an overcast autumn day,"Outside Killeavy Castle in Newry, the couple paused for a calm autumn portrait against the stone castle exterior.",,,gpt-5.5,2026-07-07T05:43:20.202Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0079,killeavy-castle-declan-and-charlotte,44,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-126-2_500.webp,bride|groom|couple portrait|autumn wedding|woodland|autumn leaves|wedding dress|veil|bouquet|romantic|outdoor portrait|killeavy castle,"Bride and groom in an autumn woodland portrait at Killeavy Castle, with fallen leaves, veil and bouquet in Newry","Among the autumn leaves at Killeavy Castle, the couple stepped away for a quiet woodland portrait in the soft Newry light.",,,gpt-5.5,2026-07-07T05:43:46.927Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0080,killeavy-castle-declan-and-charlotte,45,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-128_500.webp,killeavy castle|bride|bridesmaids|bridal party|castle entrance|red carpet|bouquets|blue dresses|natural light|joyful|formal portraits|wedding party,Bride and bridesmaids in blue dresses holding bouquets at the Killeavy Castle entrance in Newry,"A relaxed bridal party portrait on the red carpet at Killeavy Castle, with blue dresses, soft autumn light and plenty of easy laughter.",,,gpt-5.5,2026-07-07T05:44:14.371Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0081,killeavy-castle-declan-and-charlotte,46,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-130_500.webp,bride|groom|bathtub portrait|bathroom|playful couple|laughter|wedding dress|groom suit|champagne glass|indoor portrait|black and white tiles|window light|killeavy castle,"Bride and groom laughing in a bathtub portrait at Killeavy Castle, with champagne and soft window light","A playful pause in the Killeavy Castle celebrations, with the couple laughing together in the bathroom over a glass of champagne.",,,gpt-5.5,2026-07-07T05:44:41.915Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0082,killeavy-castle-declan-and-charlotte,47,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-132_500.webp,bride|bouquet|wedding dress|bridal details|flowers|autumn colours|handmade gown|rings|manicure|floral arrangement|eucalyptus|feather dress|close up,Close-up of the bride holding an autumn bouquet against her handmade feather wedding dress at Killeavy Castle,"Soft autumn florals and the handmade gown added a personal, tactile detail to this relaxed Killeavy Castle wedding in Newry.",,,gpt-5.5,2026-07-07T05:45:10.716Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0083,killeavy-castle-declan-and-charlotte,48,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-133_500.webp,killeavy castle|bridal party|family portraits|bride and groom|bridesmaids|groomsmen|castle steps|red carpet|natural light|formal portrait|elegant|wedding day,Wedding party portrait on the red carpeted steps at Killeavy Castle in Newry,"The wedding party gathered on Killeavy Castle’s steps for a relaxed autumn portrait, with the red carpet and soft natural light adding to the setting.",,,gpt-5.5,2026-07-07T05:45:37.368Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0084,killeavy-castle-declan-and-charlotte,49,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-136-1_500.webp,bride|bridal portrait|bathtub|champagne|laughter|veil|wedding dress|feather dress|bridal shoes|indoor portrait|relaxed moment,"Bride laughing in a bathtub with champagne, veil and feather wedding dress during autumn wedding preparations at Killeavy Castle","A relaxed bridal portrait at Killeavy Castle, with champagne, laughter and a playful nod to the morning’s celebrations in Newry.",,,gpt-5.5,2026-07-07T05:46:04.509Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0085,killeavy-castle-declan-and-charlotte,50,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-144-1_500.webp,bride|bridal portrait|wedding dress|handmade gown|lace sleeves|open back dress|smiling bride|castle interior|arched windows|natural light|elegant portrait|killeavy castle|autumn wedding,"Bride smiling in her handmade lace-sleeved gown by arched windows inside Killeavy Castle, Newry","Soft window light and the castle interiors gave this bridal portrait at Killeavy Castle a calm, elegant feel during the autumn wedding story.",,,gpt-5.5,2026-07-07T05:46:31.177Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0086,killeavy-castle-declan-and-charlotte,51,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-144_500.webp,killeavy castle|wedding decor|reception details|table setting|floral centerpiece|menu card|glassware|place settings|elegant|soft light|romantic mood|wedding reception,"Elegant wedding reception table at Killeavy Castle with floral centrepiece, menu cards and glassware in soft autumn light","Soft autumn light fell across the reception tables at Killeavy Castle, with florals, glassware and menu cards ready for the celebration in Newry.",,,gpt-5.5,2026-07-07T05:46:58.085Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0087,killeavy-castle-declan-and-charlotte,52,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-143_500.webp,killeavy castle|couple portraits|bride and groom|autumn wedding|woodland portrait|outdoor wedding|soft natural light|romantic mood|wedding bouquet|veil portrait|castle grounds|northern ireland wedding,"Bride and groom holding a bouquet during autumn portraits in the woodland grounds at Killeavy Castle, Newry","Later in the day, the couple slipped into the Killeavy Castle grounds for relaxed autumn portraits among the trees and soft natural light.",,,gpt-5.5,2026-07-07T05:47:25.150Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0088,killeavy-castle-declan-and-charlotte,53,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-145_500.webp,place card|wedding stationery|table setting|reception details|cinema theme|admit one ticket|guest name card|close up|shallow depth of field,Cinema ticket-style place card on a wedding reception table at Killeavy Castle in Newry,A playful cinema-inspired place card added a personal touch to the autumn wedding reception at Killeavy Castle.,,,gpt-5.5,2026-07-07T05:47:51.048Z,,,,,,,
blog,BLOG-killeavy-castle-declan-and-charlotte-0089,killeavy-castle-declan-and-charlotte,54,FALSE,"A magical autumn wedding at Killeavy Castle, Newry",Declan & Charlotte,Killeavy Castle,Autumn 2024,"Declan and Charlotte celebrated their beautiful autumn wedding at Killeavy Castle surrounded by family, laughter and heartfelt moments. From Charlotte's stunning handmade gown to Declan's surprise musical performance, it was a day filled with love, personality and unforgettable memories.",Killeavy Castle,blog,mkb-weddings-northern-ireland-wedding-photographer-killeavy-castle-newry-wedding-photography-146_500.webp,wedding details|cinema tickets|bride ticket|groom ticket|popcorn|wedding favours|personalised details|movie theme|flat lay|cream ribbon,"Movie-themed wedding favours with personalised cinema tickets, popcorn and cream ribbon at Killeavy Castle","A playful flat lay from the Killeavy Castle celebrations, pairing cinema ticket favours with popcorn and soft cream ribbon.",,,gpt-5.5,2026-07-07T05:48:17.997Z,,,,,,,
